,toxic,comment_text
64702,0,"The various arguments being made to attempt to justify further Israeli settlement of the West Bank and Jerusalem are bizarre. Apart from appeals to biblical stories or some mythologized history well beyond the extent of actual, historical Jewish Kingdoms, which were extant for maybe 200 years out of the last 4,000-- they usually amount to deflection-- arguing that Israel isn't as bad as some other cess-pool or another-- and the accusation of support for terrorism, anti-Semitism,  ""Jew hatred"", and the extermination of the Jewish people. 

Give it a break!

It's all about the occupation. Fix that,and you have a chance of peace and normal relations.  If Israel continues on its current path, even if it were to settle all of Palestine, it would never be viewed as legitimate in the eyes of the world. That is one of the most important effects of the Dec 23 UN resolution."
94862,0,"Then they can't vote against it, can they? So you should support such a vote! Besides, what are you saying -- 85% of income tax payers would actually be.... residents?? That goes against everything we've heard from the left, how an income tax would fall so heavily on all these non-residents."
62829,0,"The only conclusion one can draw is, using the logic gleaned from our resident liberal posting friends, is that Justin is clearly a racist and a bigot.

A Bigot is a Bigot is a Bigot.

Yes?  Let's be fair, lets be civil, lets use our words kids.

BTW, I've saved this post lest I face an onslaught of censorship attempts, by my civil friends."
71021,0,"It is a self-serving conceit of supporters of neoliberalism to describe their creed as ""moderate"" and/or ""pragmatic"" — it is neither. Macron is another standard bearer for a failed and failing economic ideology that no longer serves the majority, but rather seeks to shackle the majority for the benefit of a small minority of the wealthy. And, apparently unlike the rest of the western ""democracies,"" the French know it: 20 million voted for Macron; 10 million voted for Le Pen. However, 16 million either abstained or registered a spoiled ballot. With no party and pinning his hopes on a slate of neophytes to run for parliament in June, Macron is literally going nowhere fast."
5266,0,Please define desertion and then explain how this differs.
28966,0,"As a Canadian I am totally embarassed with this unbelievable mess created by our government. It defies all logic!  It is an insult and disrespectful to all who have fought in the Afghanistan war on terror and in fact all wars. To those who were killed or disfigured in this war it says it was all in vain. I can only hope that Canadians do not allow those responsible for this horror story to walk away unscathed by their actions.  Please do no allow this to just fade away. We just celebrated our 150th birthday, are we going to turn our back on this issue? Trudeau should and must be replaced immediately. Mr. Dion paid the cost a few years ago for much less than this."
31870,1,"Super ugly. Point the cameras away, please. Aaaaargh!"
23049,1,Mark baggage    He is a mindless liberal who only do something for himself remember he was the deciding vote for Obama care
35931,1,"Yeah, that uppity woman should shut up and let the old white men in DC handle the problems.
Didn't donald already come down and toss paper towels at them?
I mean, what more does she want?"
97941,0,"Let's cut ourselves off from the world! That'll show 'em! 
(Unbelievable)"
91475,0,""" ... work with First Nations to end inequalities in all service areas..""

Why not be honest and just ask for more money - umpteen $$ Billions should fix whatever ails our FN ....
Quite frankly I and most hard working tax paying Canadians are getting sick and tired of the FN Industry !! We are currently spending something like $ 12 Billion annually to support it - with no noticeable progress being made whatever.
Especially: remote reserves have no hope of access to modern social infrastructure - health care, education, jobs and career prospects. Why do you think women and girls are leaving, youth committing suicide ?! Please get over the history of how we got there - you cannot change the past, only make a better future.
Canada was built by European immigrants fleeing religious conflicts, two World Wars, Communism ... most arriving with only their shirts on their backs and no local support services, welfare as today but self reliance and a will for hard work.
Shall we please try ?!"
